,is_label_issue,label_score,given_label,predicted_label
0,True,0.00029948642,0,1
1,False,0.69384724,0,0
2,True,0.0010820772,0,8
3,True,0.0017106882,0,1
4,True,0.19922371,0,8
5,False,0.8916241,0,0
6,True,0.0023108437,0,4
7,True,0.00052471505,0,4
8,False,0.9903728,0,0
9,True,0.0016261946,0,9
10,False,0.6973749,0,0
11,False,0.5223272,0,0
12,False,0.6770425,0,0
13,True,0.07472738,0,2
14,True,0.0046016574,0,2
15,False,0.7571937,0,0
16,False,0.644869,0,0
17,False,0.8333365,0,0
18,False,0.9866164,0,0
19,True,0.19034006,0,9
20,True,0.0020857286,0,1
21,True,0.016120264,0,8
22,True,0.0027818745,0,4
23,True,0.031858146,0,4
24,False,0.9794572,0,0
25,False,0.9842705,0,0
26,True,0.015296205,0,2
27,False,0.72691625,0,0
28,False,0.7078776,0,0
29,True,0.054523874,0,8
30,True,0.35295936,0,8
31,False,0.64955413,0,0
32,False,0.9830435,0,0
33,False,0.87434715,0,0
34,True,0.16589347,0,9
35,False,0.9978206,0,0
36,True,0.10171908,0,8
37,True,0.0005873638,0,8
38,True,0.0014191701,0,8
39,False,0.8399266,0,0
40,True,0.0075385245,0,4
41,True,0.10228287,0,3
42,True,0.05130589,0,2
43,True,0.06871192,0,3
44,True,0.015738424,0,8
45,False,0.32337666,0,1
46,True,0.0065092975,0,3
47,True,0.0046783765,0,8
48,True,0.1262059,0,9
49,False,0.8651842,0,0
50,True,7.8703844e-05,0,4
51,True,7.135015e-05,0,4
52,True,0.008082949,0,4
53,True,0.0005640602,0,8
54,True,0.08415293,0,3
55,True,0.002773018,0,8
56,True,0.0003505937,0,8
57,True,0.0044506933,0,4
58,True,0.053853262,0,4
59,True,0.008453575,0,3
60,False,0.37195155,0,8
61,True,0.004018712,0,4
62,True,0.009979729,0,1
63,True,0.029228082,0,4
64,True,0.0001106999,0,8
65,True,0.025185417,0,9
66,False,0.3898691,0,8
67,True,0.015245149,0,8
68,True,0.015474551,0,8
69,False,0.41703284,0,0
70,False,0.9928059,0,0
71,True,0.0004757825,0,7
72,False,0.051329896,0,7
73,True,0.0055684056,0,5
74,False,0.96147835,0,0
75,False,0.45566025,0,0
76,False,0.28758278,0,8
77,True,0.06744694,0,8
78,False,0.70987666,0,0
79,False,0.528665,0,0
80,False,0.8547303,0,0
81,False,0.9998418,0,0
82,False,0.6636387,0,0
83,False,0.6177174,0,0
84,True,0.26514962,0,1
85,True,0.0005266616,0,8
86,True,0.0002756833,0,8
87,True,0.017880501,0,9
88,False,0.59663683,0,0
89,False,0.046598285,0,5
90,True,0.01080097,0,8
91,True,0.106973216,0,4
92,True,0.035462692,0,2
93,False,0.49882612,0,0
94,False,0.80721194,0,0
95,False,0.9222621,0,0
96,True,0.02963276,0,9
97,False,0.2247305,0,2
98,False,0.98322564,0,0
99,False,0.2050203,0,9
100,False,0.81644833,0,0
101,False,0.7435038,0,0
102,False,0.8000828,0,0
103,True,0.071743496,0,8
104,True,0.0033576528,0,8
105,False,0.7125237,0,0
106,True,0.0011098504,0,1
107,False,0.6556966,0,0
108,True,0.0025964126,0,2
109,True,0.07376485,0,6
110,True,0.00094724615,0,9
111,True,0.0014818769,0,2
112,False,0.40840596,0,0
113,False,0.9811705,0,0
114,False,0.33462477,0,1
115,True,0.03318296,0,2
116,False,0.19074214,0,8
117,False,0.92710406,0,0
118,True,0.029018868,0,8
119,True,0.0023908478,0,9
120,True,0.023492329,0,8
121,True,0.08909485,0,8
122,True,0.001294418,0,9
123,False,0.8064105,0,0
124,True,0.0012651016,0,7
125,True,0.00011040159,0,3
126,True,0.005440386,0,1
127,False,0.7291761,0,0
128,False,0.85572386,0,0
129,True,0.15240426,0,9
130,False,0.5365109,0,0
131,False,0.3420473,0,9
132,True,0.00019954186,0,9
133,False,0.9846187,0,0
134,False,0.25949296,0,0
135,False,0.12723005,0,6
136,True,0.044251475,0,1
137,False,0.42012548,0,2
138,True,0.009667303,0,3
139,True,0.012647107,0,8
140,True,0.05210618,0,8
141,True,0.0003150158,0,8
142,True,0.0003479472,0,2
143,True,0.0004213674,0,6
144,True,0.022625474,0,8
145,True,0.046569414,0,5
146,False,0.092553414,0,3
147,True,0.001060261,0,8
148,False,0.8644293,0,0
149,False,0.9576922,0,0
150,True,0.0064746593,0,3
151,True,0.06522773,0,9
152,False,0.9838201,0,0
153,False,0.9490315,0,0
154,True,0.002103428,0,6
155,True,0.050637458,0,8
156,False,0.9988368,0,0
157,False,0.9641258,0,0
158,True,0.041646186,0,2
159,False,0.85188746,0,0
160,True,9.2990565e-05,0,8
161,True,0.06524666,0,2
162,True,0.043702524,0,4
163,False,0.98719084,0,0
164,False,0.38246855,0,0
165,True,0.008847562,0,6
166,False,0.5878801,0,0
167,True,0.21048902,0,8
168,False,0.10294287,0,9
169,False,0.39778325,0,1
170,False,0.73409396,0,0
171,False,0.59363705,0,0
172,False,0.9665423,0,0
173,False,0.9252653,0,0
174,True,0.024836414,0,8
175,True,0.2514421,0,2
176,True,0.01443745,0,2
177,True,0.001565166,0,8
178,True,0.0170538,0,9
179,False,0.21892412,0,2
180,False,0.99352175,0,0
181,True,0.13561597,0,2
