,is_label_issue,label_score,given_label,predicted_label
0,True,0.026515773,0,1
1,False,0.024445206,0,4
2,False,0.03903182,0,1
3,False,0.047966477,0,4
4,False,0.090327494,0,1
5,False,0.05806771,0,4
6,False,0.064028546,0,1
7,False,0.18684769,0,1
8,False,0.99480313,0,0
9,False,0.23910736,0,1
10,False,0.9167989,0,0
11,False,0.2639961,0,1
12,False,0.91906494,0,0
13,False,0.9742184,0,0
14,False,0.34754825,0,1
15,False,0.9799381,0,0
16,False,0.9692514,0,0
17,False,0.9478829,0,0
18,False,0.9001999,0,0
19,False,0.9886275,0,0
20,False,0.9908738,0,0
21,False,0.98350304,0,0
22,False,0.90728045,0,0
23,False,0.97684926,0,0
24,False,0.948222,0,0
25,False,0.87555397,0,0
26,False,0.98438233,0,0
27,False,0.9656771,0,0
28,False,0.94761926,0,0
29,False,0.8246348,0,0
30,True,0.116061084,0,8
31,False,0.16800468,0,1
32,True,0.05660102,0,1
33,True,0.00620314,0,8
34,False,0.36753017,0,4
35,False,0.0058356873,0,2
36,False,0.18058114,0,4
37,False,0.6293056,0,0
38,False,0.02459213,0,4
39,False,0.52013016,0,0
40,False,0.6864307,0,0
41,False,0.50200766,0,0
42,False,0.53904605,0,0
43,False,0.75173473,0,0
44,False,0.88943565,0,0
45,False,0.9349104,0,0
46,False,0.41623583,0,1
47,False,0.1462108,0,8
48,False,0.5034702,0,0
49,False,0.9825801,0,0
50,False,0.9563471,0,0
51,False,0.9718441,0,0
52,False,0.7884663,0,0
53,False,0.89439476,0,0
54,False,0.98820925,0,0
55,False,0.8448917,0,0
56,False,0.9330161,0,0
57,False,0.9647563,0,0
58,False,0.6907798,0,0
59,False,0.97735524,0,0
60,True,0.0043967725,0,1
61,True,0.014825643,0,1
62,False,0.26931474,0,1
63,False,0.23396368,0,4
64,False,0.7929775,0,0
65,False,0.034379542,0,4
66,False,0.33070368,0,4
67,False,0.6365513,0,0
68,False,0.8729356,0,0
69,False,0.82587624,0,0
70,False,0.7224816,0,0
71,False,0.6614092,0,0
72,False,0.3076702,0,4
73,True,0.06911425,0,1
74,False,0.25328073,0,4
75,False,0.67946017,0,0
76,False,0.28084314,0,4
77,False,0.4898606,0,0
78,False,0.53026146,0,0
79,False,0.8001234,0,0
80,False,0.6659592,0,0
81,False,0.8829492,0,0
82,False,0.8610248,0,0
83,False,0.8097266,0,0
84,False,0.63340956,0,0
85,False,0.8325339,0,0
86,False,0.6444632,0,0
87,False,0.4884393,0,0
88,False,0.71405226,0,0
89,False,0.77165383,0,0
90,True,0.0039008507,0,1
91,False,7.477118e-07,0,26
92,True,0.023992972,0,1
93,True,0.16648163,0,1
94,True,0.08930181,0,1
95,True,0.042554025,0,1
96,False,0.052065864,0,1
97,False,0.355168,0,1
98,False,0.2103502,0,1
99,False,0.14987248,0,4
100,False,0.1907006,0,4
101,False,0.15233116,0,1
102,False,0.16026822,0,1
103,True,0.09171031,0,1
104,False,0.13026008,0,1
105,False,0.9874951,0,0
106,False,0.9858591,0,0
107,False,0.82996625,0,0
108,False,0.9932649,0,0
109,False,0.9941123,0,0
110,False,0.9627727,0,0
111,False,0.95834476,0,0
112,False,0.59897286,0,0
113,False,0.93979234,0,0
114,False,0.970168,0,0
115,True,0.13994147,0,1
116,False,0.9599225,0,0
117,False,0.93372566,0,0
118,False,0.9067925,0,0
119,False,0.28495184,0,1
120,False,0.3850239,0,4
121,False,0.5589297,0,0
122,False,0.86945665,0,0
123,False,0.37943697,0,1
124,False,0.7573412,0,0
125,False,0.68220097,0,0
126,False,0.29197708,0,1
127,False,0.9477966,0,0
128,False,0.7283732,0,0
129,False,0.30402943,0,1
130,False,0.2975093,0,1
131,True,0.07144278,0,1
132,False,0.27688622,0,1
133,False,0.6969892,0,0
134,False,0.7919712,0,0
135,False,0.80197674,0,0
136,False,0.36911905,0,1
137,False,0.36779025,0,1
138,False,0.79329526,0,0
139,False,0.64749837,0,0
140,False,0.5844827,0,0
141,False,0.76607406,0,0
142,False,0.96702206,0,0
143,False,0.9318514,0,0
144,False,0.28073275,0,1
145,False,0.18205583,0,1
146,True,0.1616674,0,1
147,False,0.18546943,0,1
148,False,0.19729047,0,1
149,False,0.30031556,0,1
150,False,0.5328888,0,0
151,False,0.46920383,0,0
152,False,0.03555818,0,5
153,False,0.608234,0,0
154,False,0.29534927,0,4
155,False,0.2760448,0,3
156,False,0.25895122,0,3
157,False,0.730962,0,0
158,False,0.44148722,0,0
159,False,0.981793,0,0
160,False,0.030304287,0,1
161,False,0.9335662,0,0
162,False,0.98003274,0,0
163,False,0.99443734,0,0
164,False,0.9825209,0,0
165,False,0.9270733,0,0
166,False,0.6262147,0,0
167,False,0.98264277,0,0
168,False,0.98909646,0,0
169,False,0.99378526,0,0
170,False,0.99895096,0,0
171,False,0.99822897,0,0
172,False,0.97694576,0,0
173,False,0.998697,0,0
174,False,0.9992797,0,0
175,False,0.9997043,0,0
176,False,0.9974432,0,0
177,False,0.9932122,0,0
178,False,0.9623231,0,0
179,False,0.86051565,0,0
180,False,0.44283816,0,0
181,False,0.33179188,0,1
182,False,0.97148716,0,0
183,False,0.8279629,0,0
184,False,0.95790863,0,0
185,False,0.9816768,0,0
186,False,0.9809367,0,0
187,False,0.9891668,0,0
188,False,0.9925546,0,0
189,False,0.99225837,0,0
190,False,0.9826391,0,0
191,False,0.9987961,0,0
192,False,0.9962768,0,0
193,False,0.998703,0,0
194,False,0.99869007,0,0
195,False,0.99520606,0,0
196,False,0.99421614,0,0
197,False,0.9988065,0,0
198,False,0.999273,0,0
199,False,0.98194546,0,0
200,False,0.9983924,0,0
201,False,0.9970746,0,0
202,False,0.9976547,0,0
203,False,0.9867802,0,0
204,False,0.9975923,0,0
205,False,0.9180087,0,0
206,False,0.9481547,0,0
207,False,0.99846613,0,0
208,False,0.9984132,0,0
209,False,0.9985884,0,0
210,False,0.99999917,1,1
211,False,0.99999905,1,1
212,False,0.99999535,1,1
213,False,0.9999957,1,1
214,False,0.98966587,1,1
215,False,0.9998524,1,1
216,False,0.9997563,1,1
217,False,0.999775,1,1
218,False,0.9999695,1,1
219,False,0.9999788,1,1
220,False,0.9999292,1,1
221,False,0.99926203,1,1
222,False,0.99998,1,1
223,False,0.99995816,1,1
224,False,0.9999876,1,1
225,False,0.99995553,1,1
226,False,0.9999541,1,1
227,False,0.99997807,1,1
228,False,0.9998634,1,1
229,False,0.9996445,1,1
230,False,0.99977034,1,1
231,False,0.9997087,1,1
